collision_count,executed_path_length,execution_steps,failed_planner_calls,failure_reason,final_goal_distance,maximum_planning_time_s,planner,planner_artificial_obstacles_inserted,planner_backtrack_failed,planner_backtrack_tries,planner_blocked_edges,planner_blocked_steps,planner_changed_cells,planner_changed_edges,planner_collision_checks,planner_expanded_nodes,planner_iterations,planner_map_update_time_s,planner_max_active_virtual_obstacles,planner_nodes,planner_path_cost,planner_path_reuse_ratio,planner_planning_effort,planner_recovery_events,planner_repair_events,planner_samples,planner_search_time_s,planner_selection_changes_due_to_midpoint_checking,planner_state_reused,planner_unique_midpoint_rejections,planner_updated_vertices,planner_virtual_obstacles_created,planning_calls,replans,scenario,seed,sensed_obstacle_ratio,success,total_planning_time_s
0,52.74303413808071,528,4,,0.40333429791216874,0.20742225799949665,r2apf,13,False,4,,0,,,,,,,13,,,0.2712962962962963,540.0,13,9,,,8,,18,,13,16,16,A,5086,0.55,True,1.278442073999031
0,45.40000000000018,454,2,,0.499074463485766,0.10938966300000175,r2apf,4,False,2,,0,,,,,,,4,,,0.16666666666666666,337.0,4,2,,,1,,11,,4,11,11,A,5087,0.4375,True,0.6619853629981662
0,42.60000000000023,426,1,,0.4664592540354774,0.07718597599978239,r2apf,1,False,1,,0,,,,,,,1,,,,471.0,1,0,,,7,,15,,1,14,14,A,5088,0.375,True,0.6837919479976335
0,38.20000000000004,382,0,,0.4298246148882627,0.08461635200001183,r2apf,0,False,0,,0,,,,,,,0,,,,343.0,0,0,,,0,,7,,0,8,8,A,5089,0.425,True,0.4201069490009104
0,38.00000000000013,380,0,,0.45978721323776034,0.07135660600033589,r2apf,0,False,0,,0,,,,,,,0,,,,140.0,0,0,,,0,,0,,0,3,3,A,5090,0.4375,True,0.13033132000055048
0,38.50000000000008,385,0,,0.49242746539115906,0.09210222300043824,r2apf,0,False,0,,0,,,,,,,0,,,,425.0,0,0,,,3,,12,,0,11,11,A,5091,0.4625,True,0.6265111970014914
0,37.8,378,0,,0.4746694244451683,0.0793399229996794,r2apf,0,False,0,,0,,,,,,,0,,,,221.0,0,0,,,1,,2,,0,5,5,A,5092,0.4375,True,0.249587750999126
0,37.50000000000004,375,0,,0.4128568576181831,0.08616823200009094,r2apf,0,False,0,,0,,,,,,,0,,,,282.0,0,0,,,2,,7,,0,7,7,A,5093,0.4625,True,0.41868543900000077
0,38.80000000000012,388,0,,0.4073909168730174,0.09527671999967424,r2apf,0,False,0,,0,,,,,,,0,,,,261.0,0,0,,,0,,1,,0,6,6,A,5094,0.4125,True,0.3944273119996069
0,42.710488446625064,428,2,,0.43354803634847133,0.08019238900033088,r2apf,4,False,2,,0,,,,,,,4,,,0.26666666666666666,268.0,4,2,,,2,,8,,4,8,8,A,5095,0.4125,True,0.29733483099971636
0,37.300000000000026,373,0,,0.4074875476414639,0.10691322700040473,r2apf,0,False,0,,0,,,,,,,0,,,,352.0,0,0,,,3,,11,,0,8,8,A,5096,0.5125,True,0.4785086820002107
0,37.40000000000004,374,0,,0.45737105379771825,0.12197112000012567,r2apf,1,False,0,,0,,,,,,,1,,,0.3333333333333333,362.0,1,1,,,2,,5,,1,8,8,A,5097,0.4125,True,0.531043591998241
0,38.40000000000018,384,0,,0.4988458843833928,0.09133189799922548,r2apf,1,False,0,,0,,,,,,,1,,,0.16666666666666666,478.0,1,1,,,5,,15,,1,11,11,A,5098,0.475,True,0.6795620639995832
0,42.18326083044207,422,1,,0.4716016167434944,0.1953609250003865,r2apf,5,False,1,,0,,,,,,,5,,,0.31031746031746027,368.0,5,4,,,2,,8,,5,9,9,A,5099,0.5625,True,0.7444783000019015
0,41.20000000000022,412,1,,0.41423546915185944,0.12715034499979083,r2apf,2,False,1,,0,,,,,,,2,,,0.3333333333333333,352.0,2,1,,,2,,10,,2,9,9,A,5100,0.55,True,0.6478162429993972
0,36.90000000000017,369,0,,0.41654654124512863,0.06650404300035007,r2apf,0,False,0,,0,,,,,,,0,,,,207.0,0,0,,,1,,4,,0,6,6,A,5101,0.4625,True,0.2892639940009758
0,36.300000000000125,363,0,,0.4609707814087885,0.061241809999955876,r2apf,0,False,0,,0,,,,,,,0,,,,125.0,0,0,,,0,,3,,0,3,3,A,5102,0.325,True,0.11634989100002713
0,37.300000000000054,373,0,,0.4142999980566452,0.08864565699968807,r2apf,0,False,0,,0,,,,,,,0,,,,382.0,0,0,,,3,,9,,0,8,8,A,5103,0.4875,True,0.4065589359988735
0,35.90000000000007,359,0,,0.49278173583603135,0.0790789209995637,r2apf,0,False,0,,0,,,,,,,0,,,,309.0,0,0,,,0,,3,,0,7,7,A,5104,0.425,True,0.3334099220010103
0,37.29999999999998,373,0,,0.43132910905169103,0.10475211999983003,r2apf,0,False,0,,0,,,,,,,0,,,,202.0,0,0,,,2,,3,,0,4,4,A,5105,0.5625,True,0.1578104150003128
0,36.79999999999999,368,0,,0.41276440414971227,0.07391767399985838,r2apf,0,False,0,,0,,,,,,,0,,,,289.0,0,0,,,1,,3,,0,6,6,A,5106,0.3875,True,0.2581865329993889
0,38.50000000000001,385,0,,0.45462117669527324,0.07481474900032481,r2apf,1,False,0,,0,,,,,,,1,,,0.2857142857142857,166.0,1,1,,,0,,1,,1,4,4,A,5107,0.4125,True,0.19804556799954298
0,38.99999999999998,390,0,,0.4513932875050188,0.06531179899957351,r2apf,1,False,0,,0,,,,,,,1,,,0.3333333333333333,222.0,1,1,,,1,,2,,1,4,4,A,5108,0.3625,True,0.11560920499960048
0,49.30000000000025,493,2,,0.45017934633791523,0.16751347300032648,r2apf,7,False,2,,0,,,,,,,7,,,0.2,535.0,7,5,,,7,,20,,7,15,15,A,5109,0.5,True,1.315680784999131
